account_id,customer_id,account_type,currency,opened_date,status
4515,4515,savings,AUD,2024-12-12,active
4516,4516,current,CAD,2024-05-16,active
4517,4517,current,AUD,2024-05-03,closed
4518,4518,current,AUD,2024-03-17,active
4519,4519,current,GBP,2023-03-28,active
4520,4520,current,EUR,2024-12-13,active
4521,4521,current,EUR,2024-10-19,active
4522,4522,savings,EUR,2023-08-27,active
4523,4523,current,AUD,2023-08-25,active
4524,4524,current,EUR,2022-11-16,active
4525,4525,savings,AUD,2023-10-06,active
4526,4526,current,AUD,2024-11-24,active
4527,4527,current,AUD,2024-05-07,active
4528,4528,savings,AUD,2024-11-21,active
4529,4529,current,EUR,2022-08-11,active
4530,4530,current,EUR,2023-12-29,active
4531,4531,current,EUR,2023-07-26,active
4532,4532,savings,EUR,2023-12-30,active
4533,4533,current,EUR,2024-03-10,active
4534,4534,current,EUR,2024-07-16,active
4535,4535,current,EUR,2023-07-15,active
4536,4536,current,CAD,2024-01-27,active
4537,4537,current,EUR,2024-02-20,active
4538,4538,savings,EUR,2024-03-19,active
4539,4539,current,EUR,2022-07-28,active
4540,4540,current,GBP,2024-08-10,active
4541,4541,savings,GBP,2024-05-04,active
4542,4542,current,GBP,2023-04-26,active
4543,4543,current,EUR,2024-11-30,active
4544,4544,savings,EUR,2023-12-23,active
4545,4545,current,EUR,2024-01-02,active
4546,4546,current,CAD,2024-06-28,active
4547,4547,current,AUD,2023-08-10,active
4548,4548,current,EUR,2024-10-01,active
4549,4549,current,CAD,2024-02-19,active
4550,4550,current,EUR,2024-04-22,active
4551,4551,current,AUD,2024-10-13,active
4552,4552,savings,CAD,2024-12-19,active
4553,4553,merchant,EUR,2024-10-22,active
4554,4554,savings,EUR,2022-11-21,active
4555,4555,savings,EUR,2024-09-16,active
4556,4556,current,CAD,2024-09-17,active
4557,4557,savings,AUD,2023-10-23,active
4558,4558,current,CAD,2024-01-16,active
4559,4559,current,EUR,2023-10-02,active
4560,4560,current,GBP,2024-07-28,active
4561,4561,current,AUD,2024-02-09,active
4562,4562,savings,CAD,2023-01-12,active
4563,4563,savings,AUD,2023-10-19,active
4564,4564,savings,EUR,2024-02-01,active
4565,4565,savings,EUR,2022-08-24,active
4566,4566,current,AUD,2024-11-29,closed
4567,4567,current,EUR,2023-06-17,active
4568,4568,current,EUR,2023-03-08,active
4569,4569,current,CAD,2024-07-24,active
4570,4570,current,AUD,2024-11-15,active
4571,4571,savings,CAD,2023-06-13,active
4572,4572,savings,CAD,2024-04-12,active
4573,4573,merchant,EUR,2024-12-23,active
4574,4574,savings,EUR,2024-08-24,active
4575,4575,current,AUD,2023-04-08,active
4576,4576,current,EUR,2024-02-15,active
4577,4577,current,GBP,2024-05-29,active
4578,4578,current,EUR,2023-10-06,closed
4579,4579,savings,AUD,2024-05-29,active
4580,4580,savings,GBP,2024-04-19,active
4581,4581,savings,EUR,2024-09-20,active
4582,4582,current,CAD,2022-10-08,active
4583,4583,savings,EUR,2024-03-07,active
4584,4584,savings,GBP,2024-06-19,active
4585,4585,savings,AUD,2024-12-31,active
4586,4586,savings,EUR,2024-02-28,active
4587,4587,current,GBP,2024-12-21,active
4588,4588,merchant,EUR,2024-07-10,active
4589,4589,savings,CAD,2024-08-30,active
4590,4590,savings,CAD,2024-09-12,active
4591,4591,current,GBP,2024-03-12,closed
4592,4592,savings,AUD,2024-11-13,active
4593,4593,current,GBP,2023-03-12,active
4594,4594,current,AUD,2024-12-18,active
4595,4595,savings,EUR,2023-11-16,active
4596,4596,current,CAD,2024-12-02,active
4597,4597,current,EUR,2024-12-04,active
4598,4598,savings,EUR,2022-10-18,closed
4599,4599,current,CAD,2024-10-03,active
4600,4600,current,CAD,2022-09-07,active
4601,4601,savings,AUD,2024-04-17,suspended
4602,4602,current,EUR,2023-11-09,active
4603,4603,current,GBP,2024-05-05,active
4604,4604,current,AUD,2023-10-08,active
4605,4605,current,EUR,2023-11-02,active
4606,4606,savings,AUD,2024-08-01,active
4607,4607,current,AUD,2023-04-04,active
4608,4608,current,AUD,2023-12-24,active
4609,4609,current,GBP,2024-11-27,active
4610,4610,current,GBP,2024-04-15,active
4611,4611,savings,CAD,2024-07-11,active
4612,4612,savings,EUR,2024-09-23,active
4613,4613,merchant,AUD,2023-12-27,active
4614,4614,savings,GBP,2022-06-15,active
4615,4615,current,CAD,2024-05-25,active
4616,4616,savings,AUD,2024-12-05,active
4617,4617,merchant,CAD,2023-08-27,active
4618,4618,current,GBP,2024-08-04,active
4619,4619,current,EUR,2024-05-28,active
4620,4620,current,GBP,2023-12-05,active
4621,4621,savings,EUR,2023-12-22,active
4622,4622,savings,EUR,2024-02-27,closed
4623,4623,current,CAD,2024-04-02,active
4624,4624,current,AUD,2024-08-05,active
4625,4625,current,GBP,2024-06-17,active
4626,4626,current,AUD,2024-06-03,active
4627,4627,savings,EUR,2024-01-04,active
4628,4628,current,EUR,2024-07-31,active
4629,4629,savings,AUD,2023-12-13,active
4630,4630,current,EUR,2024-12-25,active
4631,4631,current,EUR,2024-07-21,closed
4632,4632,savings,EUR,2024-04-09,active
4633,4633,current,CAD,2023-10-02,active
4634,4634,savings,CAD,2023-04-28,active
4635,4635,current,GBP,2024-11-04,active
4636,4636,current,EUR,2024-12-23,active
4637,4637,savings,CAD,2024-12-02,active
4638,4638,current,EUR,2024-06-18,active
4639,4639,savings,AUD,2024-11-12,suspended
4640,4640,savings,EUR,2024-09-04,suspended
4641,4641,savings,CAD,2024-06-05,active
4642,4642,savings,EUR,2024-10-21,active
4643,4643,savings,GBP,2024-07-05,active
4644,4644,current,AUD,2024-01-21,active
4645,4645,current,GBP,2024-11-05,active
4646,4646,current,CAD,2024-12-29,active
4647,4647,current,EUR,2024-05-07,active
4648,4648,savings,AUD,2024-01-30,active
4649,4649,current,AUD,2024-01-04,active
4650,4650,savings,AUD,2023-08-02,active
4651,4651,current,CAD,2024-11-12,active
4652,4652,current,EUR,2024-11-23,active
4653,4653,current,EUR,2024-06-27,active
4654,4654,current,AUD,2024-07-20,active
4655,4655,current,CAD,2024-09-10,active
4656,4656,savings,EUR,2024-11-14,active
4657,4657,current,AUD,2023-03-28,active
4658,4658,current,GBP,2024-10-01,active
4659,4659,savings,EUR,2024-09-28,active
4660,4660,current,EUR,2023-08-02,active
4661,4661,current,EUR,2024-01-14,active
4662,4662,current,CAD,2024-02-05,active
4663,4663,current,GBP,2023-08-03,active
4664,4664,current,AUD,2023-12-16,active
4665,4665,current,GBP,2024-05-11,active
4666,4666,savings,GBP,2024-05-19,active
4667,4667,current,EUR,2023-11-08,active
4668,4668,merchant,GBP,2023-11-08,active
4669,4669,current,GBP,2024-12-17,active
4670,4670,savings,CAD,2023-12-21,active
4671,4671,savings,CAD,2024-07-15,active
4672,4672,savings,EUR,2023-12-06,active
4673,4673,savings,AUD,2023-11-14,active
4674,4674,current,GBP,2024-02-08,active
4675,4675,current,AUD,2023-07-24,active
4676,4676,savings,EUR,2022-05-07,active
4677,4677,savings,CAD,2024-12-06,active
4678,4678,current,CAD,2024-06-12,active
4679,4679,savings,EUR,2024-05-16,active
4680,4680,savings,EUR,2024-06-20,active
4681,4681,current,AUD,2024-06-13,active
4682,4682,savings,GBP,2024-12-07,active
4683,4683,savings,CAD,2024-12-14,active
4684,4684,current,GBP,2023-07-16,active
4685,4685,current,EUR,2024-07-10,active
4686,4686,savings,GBP,2023-07-24,active
4687,4687,savings,EUR,2024-03-06,active
4688,4688,current,EUR,2024-12-27,active
4689,4689,merchant,EUR,2023-09-04,active
4690,4690,current,CAD,2024-08-25,active
4691,4691,savings,CAD,2024-12-21,active
4692,4692,current,AUD,2024-02-07,closed
4693,4693,current,EUR,2024-01-31,closed
4694,4694,savings,EUR,2024-04-11,active
4695,4695,current,GBP,2024-11-15,active
4696,4696,savings,EUR,2024-07-07,active
4697,4697,current,EUR,2023-03-31,active
4698,4698,current,CAD,2024-12-15,closed
4699,4699,savings,EUR,2024-06-08,closed
4700,4700,current,EUR,2024-10-15,active
4701,4701,current,EUR,2024-11-06,active
4702,4702,savings,EUR,2024-11-17,active
4703,4703,current,GBP,2023-11-25,active
4704,4704,current,EUR,2024-12-01,active
4705,4705,savings,EUR,2024-01-17,active
4706,4706,current,EUR,2023-04-04,active
4707,4707,current,EUR,2023-08-28,active
4708,4708,current,GBP,2024-09-27,active
4709,4709,current,AUD,2023-06-22,active
4710,4710,merchant,GBP,2024-11-11,active
4711,4711,savings,CAD,2024-05-29,active
4712,4712,savings,EUR,2024-02-17,active
4713,4713,savings,GBP,2024-09-24,active
4714,4714,current,CAD,2024-01-13,active
4715,4715,current,GBP,2024-07-03,closed
4716,4716,current,AUD,2024-05-29,active
4717,4717,savings,CAD,2024-08-26,active
4718,4718,current,GBP,2023-06-01,active
4719,4719,current,GBP,2023-11-14,active
4720,4720,savings,EUR,2024-12-04,active
4721,4721,current,EUR,2023-10-06,active
4722,4722,current,EUR,2024-07-17,active
4723,4723,savings,EUR,2023-02-15,active
4724,4724,current,EUR,2022-06-10,active
4725,4725,current,EUR,2023-06-16,active
4726,4726,savings,AUD,2024-01-30,active
4727,4727,savings,AUD,2024-04-11,active
4728,4728,current,EUR,2022-12-04,active
4729,4729,current,EUR,2024-11-18,active
4730,4730,current,AUD,2024-06-02,active
4731,4731,current,EUR,2023-06-27,active
4732,4732,savings,GBP,2024-05-10,active
4733,4733,current,GBP,2024-02-10,active
4734,4734,current,CAD,2024-10-16,active
4735,4735,savings,EUR,2024-06-24,active
4736,4736,current,AUD,2024-06-30,active
4737,4737,savings,EUR,2024-05-29,active
4738,4738,savings,GBP,2023-08-18,active
4739,4739,savings,AUD,2023-10-01,active
4740,4740,current,CAD,2024-11-14,active
4741,4741,current,AUD,2024-12-29,active
4742,4742,savings,GBP,2024-12-11,active
4743,4743,current,AUD,2024-10-04,active
4744,4744,current,AUD,2023-11-05,active
4745,4745,savings,EUR,2024-09-25,active
4746,4746,current,EUR,2024-12-31,active
4747,4747,current,EUR,2024-05-11,active
4748,4748,current,GBP,2024-07-13,active
4749,4749,current,EUR,2023-11-12,active
4750,4750,savings,EUR,2023-11-24,active
4751,4751,current,EUR,2023-12-09,active
4752,4752,merchant,EUR,2023-12-29,active
4753,4753,current,GBP,2024-11-11,active
4754,4754,savings,EUR,2022-12-08,active
4755,4755,savings,GBP,2024-12-13,active
4756,4756,current,EUR,2024-11-22,active
4757,4757,savings,GBP,2024-11-28,active
4758,4758,current,EUR,2024-10-04,active
4759,4759,current,CAD,2024-07-08,active
4760,4760,current,CAD,2023-03-14,active
4761,4761,current,AUD,2024-03-24,active
4762,4762,current,EUR,2023-07-15,active
4763,4763,current,EUR,2024-10-10,active
4764,4764,current,EUR,2024-02-02,suspended
4765,4765,current,CAD,2023-12-28,active
4766,4766,current,EUR,2024-10-26,active
4767,4767,savings,GBP,2024-07-18,active
4768,4768,current,CAD,2023-08-18,active
4769,4769,savings,EUR,2023-12-22,active
4770,4770,merchant,GBP,2024-08-02,active
4771,4771,savings,EUR,2024-12-16,active
4772,4772,current,EUR,2024-07-27,active
4773,4773,current,CAD,2024-11-25,active
4774,4774,current,EUR,2024-09-29,active
4775,4775,current,GBP,2023-06-11,active
4776,4776,current,EUR,2024-05-08,active
4777,4777,current,EUR,2023-08-23,active
4778,4778,savings,GBP,2023-02-13,closed
4779,4779,savings,EUR,2024-12-26,active
4780,4780,savings,EUR,2023-04-21,active
4781,4781,current,EUR,2024-12-11,active
4782,4782,current,GBP,2023-07-18,active
4783,4783,savings,CAD,2024-11-24,active
4784,4784,current,AUD,2024-09-16,closed
4785,4785,current,GBP,2024-11-28,active
4786,4786,savings,CAD,2024-10-25,active
4787,4787,current,AUD,2024-03-10,active
4788,4788,current,GBP,2024-11-25,active
4789,4789,current,EUR,2023-06-30,active
4790,4790,current,EUR,2022-12-02,active
4791,4791,savings,AUD,2024-12-25,active
4792,4792,current,EUR,2024-01-28,active
4793,4793,current,CAD,2024-06-19,active
4794,4794,current,EUR,2022-11-16,active
4795,4795,savings,EUR,2024-11-12,active
4796,4796,current,GBP,2024-06-27,active
4797,4797,current,CAD,2024-03-14,active
4798,4798,current,AUD,2024-07-16,active
4799,4799,current,GBP,2024-04-10,closed
4800,4800,current,EUR,2022-06-23,active
4801,4801,current,EUR,2024-03-14,active
4802,4802,current,CAD,2022-12-11,active
4803,4803,current,AUD,2024-07-26,active
4804,4804,savings,CAD,2023-01-13,active
4805,4805,current,EUR,2024-07-04,closed
4806,4806,merchant,EUR,2024-06-02,active
4807,4807,savings,AUD,2024-10-11,active
4808,4808,merchant,EUR,2024-12-25,active
4809,4809,current,AUD,2024-11-30,active
4810,4810,savings,EUR,2023-01-29,active
4811,4811,savings,CAD,2024-04-14,active
4812,4812,current,GBP,2024-11-23,active
4813,4813,current,AUD,2024-06-27,active
4814,4814,current,CAD,2023-05-31,closed
4815,4815,current,AUD,2024-04-21,active
4816,4816,savings,GBP,2022-06-08,active
4817,4817,merchant,GBP,2024-11-01,active
4818,4818,current,AUD,2024-09-18,active
4819,4819,savings,GBP,2024-06-23,active
4820,4820,current,AUD,2024-08-09,active
4821,4821,current,EUR,2024-08-07,active
4822,4822,current,EUR,2024-07-12,active
4823,4823,merchant,GBP,2024-11-03,active
4824,4824,savings,EUR,2023-12-29,active
4825,4825,savings,EUR,2024-04-05,active
4826,4826,savings,CAD,2024-11-28,active
4827,4827,savings,AUD,2024-01-06,closed
4828,4828,current,AUD,2024-11-12,active
4829,4829,current,AUD,2024-12-01,active
4830,4830,current,GBP,2024-10-19,active
4831,4831,current,CAD,2023-12-15,active
4832,4832,current,EUR,2024-06-13,closed
4833,4833,current,AUD,2024-11-24,active
4834,4834,savings,CAD,2024-07-19,closed
4835,4835,savings,EUR,2024-09-29,active
4836,4836,current,EUR,2024-12-03,active
4837,4837,savings,AUD,2023-07-26,active
4838,4838,current,GBP,2023-11-30,active
4839,4839,savings,GBP,2024-01-20,active
4840,4840,current,GBP,2024-12-01,active
4841,4841,current,EUR,2024-12-17,active
4842,4842,current,AUD,2023-06-13,active
4843,4843,current,CAD,2024-10-13,active
4844,4844,current,EUR,2023-07-25,active
4845,4845,current,EUR,2024-04-07,active
4846,4846,current,AUD,2023-05-18,active
4847,4847,current,EUR,2024-10-10,active
4848,4848,current,EUR,2024-06-02,active
4849,4849,current,CAD,2024-11-14,active
4850,4850,current,CAD,2024-05-01,active
4851,4851,savings,GBP,2024-08-10,active
4852,4852,savings,GBP,2023-03-02,suspended
4853,4853,current,CAD,2024-08-15,active
4854,4854,current,CAD,2024-12-02,active
4855,4855,savings,AUD,2024-02-16,active
4856,4856,merchant,AUD,2023-11-11,active
4857,4857,current,AUD,2024-11-28,active
4858,4858,merchant,EUR,2024-12-07,closed
4859,4859,savings,EUR,2024-05-17,active
4860,4860,current,CAD,2023-10-20,active
4861,4861,current,CAD,2024-06-03,active
4862,4862,savings,AUD,2024-10-23,active
4863,4863,current,AUD,2024-06-04,active
4864,4864,current,GBP,2024-11-06,closed
4865,4865,current,EUR,2024-09-18,closed
4866,4866,current,EUR,2023-04-16,active
4867,4867,current,EUR,2024-06-20,active
4868,4868,savings,AUD,2024-04-29,active
4869,4869,savings,EUR,2024-08-25,active
4870,4870,savings,CAD,2024-07-04,suspended
4871,4871,current,AUD,2024-12-09,active
4872,4872,current,GBP,2024-05-13,active
4873,4873,current,CAD,2024-11-17,active
4874,4874,savings,EUR,2023-04-26,active
4875,4875,current,AUD,2024-01-04,active
4876,4876,savings,EUR,2023-04-05,active
4877,4877,current,GBP,2024-01-29,active
4878,4878,current,EUR,2024-03-09,active
4879,4879,current,AUD,2024-07-14,active
4880,4880,current,AUD,2024-09-04,active
4881,4881,current,AUD,2023-08-20,suspended
4882,4882,current,EUR,2024-07-20,active
4883,4883,savings,AUD,2024-05-06,active
4884,4884,current,GBP,2022-07-17,active
4885,4885,current,EUR,2024-11-08,active
4886,4886,savings,AUD,2023-10-20,active
4887,4887,current,EUR,2024-06-10,active
4888,4888,current,AUD,2024-08-30,active
4889,4889,current,EUR,2024-02-11,active
4890,4890,savings,GBP,2024-12-17,active
4891,4891,current,AUD,2024-11-07,suspended
4892,4892,current,EUR,2024-05-16,active
4893,4893,savings,EUR,2024-01-13,active
4894,4894,current,CAD,2024-06-29,active
4895,4895,merchant,CAD,2023-07-14,active
4896,4896,current,EUR,2024-06-27,active
4897,4897,savings,AUD,2024-12-12,active
4898,4898,current,GBP,2024-04-08,active
4899,4899,current,GBP,2024-06-26,active
4900,4900,current,GBP,2024-06-25,active
4901,4901,current,EUR,2024-04-19,active
4902,4902,current,AUD,2024-02-08,active
4903,4903,current,EUR,2024-12-12,active
4904,4904,current,CAD,2023-11-08,active
4905,4905,current,AUD,2024-11-12,active
4906,4906,current,CAD,2023-11-07,active
4907,4907,current,AUD,2023-06-20,active
4908,4908,savings,GBP,2023-12-29,active
4909,4909,current,AUD,2023-06-14,active
4910,4910,savings,GBP,2024-12-20,active
4911,4911,current,CAD,2024-11-04,active
4912,4912,current,EUR,2024-11-22,active
4913,4913,current,GBP,2024-07-14,active
4914,4914,current,EUR,2024-08-31,active
4915,4915,current,EUR,2024-10-06,active
4916,4916,current,EUR,2023-08-20,active
4917,4917,current,GBP,2024-10-08,active
4918,4918,savings,EUR,2024-06-18,active
4919,4919,current,GBP,2022-10-01,active
4920,4920,current,CAD,2024-11-27,active
4921,4921,current,CAD,2022-07-16,active
4922,4922,current,AUD,2023-05-29,active
4923,4923,current,EUR,2024-12-23,active
4924,4924,savings,GBP,2024-12-10,active
4925,4925,current,EUR,2024-09-14,active
4926,4926,current,AUD,2023-09-30,active
4927,4927,current,EUR,2024-12-29,active
4928,4928,current,CAD,2023-12-27,active
4929,4929,savings,GBP,2024-07-19,active
4930,4930,current,EUR,2024-12-31,active
4931,4931,current,EUR,2023-01-25,active
4932,4932,current,EUR,2024-11-06,active
4933,4933,current,EUR,2023-12-29,active
4934,4934,savings,AUD,2024-12-15,active
4935,4935,savings,EUR,2022-05-04,active
4936,4936,current,AUD,2024-05-10,active
4937,4937,current,EUR,2023-07-11,closed
4938,4938,current,GBP,2024-09-28,active
4939,4939,savings,GBP,2024-11-16,active
4940,4940,current,GBP,2024-02-18,active
4941,4941,current,EUR,2024-07-16,active
4942,4942,savings,CAD,2024-12-02,active
4943,4943,current,GBP,2024-02-05,active
4944,4944,current,CAD,2023-08-22,active
4945,4945,current,GBP,2023-04-14,active
4946,4946,current,GBP,2024-12-30,active
4947,4947,savings,AUD,2023-04-09,active
4948,4948,savings,EUR,2024-12-05,active
4949,4949,savings,EUR,2024-07-12,active
4950,4950,current,AUD,2024-12-04,active
4951,4951,current,GBP,2022-08-31,active
4952,4952,current,CAD,2024-06-30,active
4953,4953,savings,EUR,2023-01-26,active
4954,4954,current,EUR,2023-09-13,suspended
4955,4955,merchant,CAD,2024-12-17,active
4956,4956,current,EUR,2024-05-29,active
4957,4957,savings,CAD,2023-03-16,active
4958,4958,current,GBP,2024-02-12,active
4959,4959,current,EUR,2022-09-26,active
4960,4960,current,EUR,2024-11-23,active
4961,4961,current,GBP,2024-01-17,active
4962,4962,savings,AUD,2024-07-24,active
4963,4963,current,CAD,2024-01-24,active
4964,4964,current,CAD,2024-07-17,active
4965,4965,savings,EUR,2024-03-30,active
4966,4966,current,EUR,2024-12-18,closed
4967,4967,savings,EUR,2023-11-09,active
4968,4968,current,EUR,2024-03-13,active
4969,4969,savings,EUR,2024-01-09,active
4970,4970,savings,GBP,2023-12-17,closed
4971,4971,merchant,CAD,2024-10-23,active
4972,4972,current,EUR,2023-01-06,active
4973,4973,current,AUD,2022-10-04,active
4974,4974,merchant,AUD,2024-12-02,active
4975,4975,current,EUR,2023-10-31,active
4976,4976,savings,CAD,2024-03-18,active
4977,4977,current,GBP,2024-10-13,active
4978,4978,current,GBP,2024-10-15,active
4979,4979,current,EUR,2024-09-11,active
4980,4980,savings,EUR,2024-03-01,active
4981,4981,savings,AUD,2024-12-31,closed
4982,4982,savings,AUD,2024-05-16,active
4983,4983,merchant,GBP,2023-12-08,active
4984,4984,savings,EUR,2024-02-16,active
4985,4985,current,EUR,2023-04-23,active
4986,4986,current,EUR,2024-10-22,active
4987,4987,current,EUR,2024-12-26,active
4988,4988,current,AUD,2024-11-29,active
4989,4989,current,EUR,2024-11-16,active
4990,4990,current,GBP,2023-09-30,active
4991,4991,savings,EUR,2023-03-15,active
4992,4992,current,AUD,2024-10-14,active
4993,4993,current,AUD,2024-06-19,active
4994,4994,savings,EUR,2024-08-29,active
4995,4995,savings,CAD,2024-08-15,active
4996,4996,current,EUR,2024-03-02,closed
4997,4997,current,AUD,2024-12-23,suspended
4998,4998,savings,EUR,2023-04-07,active
4999,4999,savings,CAD,2024-10-24,active
5000,5000,savings,EUR,2024-12-05,active
5001,130,current,CAD,2024-08-01,active
5002,2021,savings,CAD,2024-06-30,active
5003,3890,savings,CAD,2023-04-23,active
5004,2003,current,CAD,2024-04-10,active
5005,1072,savings,EUR,2024-05-10,suspended
5006,2599,current,AUD,2024-02-05,active
5007,3885,merchant,AUD,2024-06-01,active
5008,3647,current,EUR,2024-07-26,active
5009,4666,savings,EUR,2024-09-04,active
5010,643,current,CAD,2024-12-08,active
5011,2381,savings,CAD,2024-12-25,active
5012,530,savings,GBP,2024-08-01,active
5013,1417,merchant,GBP,2024-05-18,closed
5014,424,savings,AUD,2023-03-03,active
5015,3993,current,AUD,2024-12-16,active
5016,4139,current,GBP,2024-12-16,active
5017,4610,savings,CAD,2024-12-21,active
5018,3922,savings,EUR,2023-11-30,active
5019,1108,current,EUR,2023-06-13,active
5020,248,savings,EUR,2023-01-15,active
5021,3341,current,AUD,2024-06-13,active
5022,703,current,CAD,2024-02-10,active
5023,2076,savings,EUR,2024-09-16,active
5024,3257,current,EUR,2024-11-26,active
5025,65,savings,GBP,2022-04-28,active
5026,3963,current,EUR,2024-06-25,active
5027,2401,savings,AUD,2024-09-29,active
5028,1053,current,CAD,2024-08-22,active
5029,368,current,EUR,2024-12-08,active
5030,1273,current,EUR,2023-12-22,active
5031,2098,savings,EUR,2023-04-15,active
5032,3540,current,AUD,2024-08-27,active
5033,4078,current,EUR,2024-09-05,active
5034,2743,savings,GBP,2024-03-03,active
5035,571,current,CAD,2023-05-18,active
5036,755,current,AUD,2024-03-03,active
5037,1494,current,AUD,2024-03-06,active
5038,4723,current,GBP,2024-05-09,suspended
5039,3220,merchant,CAD,2024-10-18,active
5040,2237,current,EUR,2024-11-28,active
5041,1395,savings,GBP,2023-03-15,active
5042,4100,savings,EUR,2024-07-27,active
5043,2853,current,CAD,2024-05-10,active
5044,1183,current,AUD,2024-08-24,active
5045,3111,current,EUR,2024-07-15,active
5046,4590,savings,AUD,2024-04-08,active
5047,1835,current,AUD,2024-05-26,active
5048,2196,current,EUR,2024-11-11,active
5049,3104,current,CAD,2024-03-20,active
5050,3317,savings,EUR,2024-05-13,active
5051,3235,savings,AUD,2023-02-18,active
5052,2443,current,EUR,2023-10-30,active
5053,522,savings,GBP,2024-12-31,active
5054,3285,merchant,EUR,2024-10-29,active
5055,1646,current,EUR,2024-08-27,active
5056,441,savings,AUD,2024-08-27,active
5057,3649,current,EUR,2024-05-15,active
5058,4108,current,GBP,2022-11-16,active
5059,1601,savings,EUR,2024-09-08,active
5060,2990,current,EUR,2022-11-20,active
5061,4880,current,CAD,2024-07-24,active
5062,3775,savings,GBP,2024-12-31,active
5063,4234,current,EUR,2024-12-09,active
5064,1493,current,CAD,2024-11-13,active
5065,4927,current,CAD,2024-12-28,active
5066,3918,current,EUR,2024-12-18,active
5067,1777,current,EUR,2024-05-19,active
5068,4686,current,GBP,2023-03-21,active
5069,1283,current,CAD,2022-12-01,active
5070,2353,current,AUD,2024-02-16,active
5071,1110,merchant,CAD,2024-11-01,active
5072,3068,savings,GBP,2024-10-03,active
5073,697,current,GBP,2024-04-27,active
5074,4916,current,GBP,2023-04-27,active
5075,1063,current,AUD,2024-12-04,active
5076,3582,current,EUR,2022-10-14,active
5077,4481,savings,EUR,2024-07-14,active
5078,1826,current,EUR,2024-10-26,active
5079,3595,savings,EUR,2024-12-20,active
5080,1589,savings,CAD,2024-07-26,active
5081,2461,savings,AUD,2023-12-02,active
5082,2538,current,GBP,2024-12-31,active
5083,2630,current,EUR,2024-11-15,active
5084,2011,savings,EUR,2024-12-04,suspended
5085,2896,savings,CAD,2024-11-11,active
5086,4423,current,GBP,2024-06-27,active
5087,2873,savings,GBP,2024-02-25,active
5088,99,current,EUR,2023-11-24,active
5089,4556,savings,AUD,2024-12-29,active
5090,4030,current,AUD,2023-12-19,active
5091,1738,current,CAD,2024-10-02,closed
5092,3088,savings,GBP,2024-10-03,active
5093,2708,savings,EUR,2024-04-16,active
5094,3639,current,CAD,2024-09-03,active
5095,1875,merchant,CAD,2024-10-24,active
5096,1212,savings,AUD,2024-10-19,active
5097,1395,current,EUR,2023-10-19,active
5098,1486,current,EUR,2023-02-27,active
5099,4086,current,GBP,2023-09-25,active
5100,1349,savings,EUR,2024-01-16,active
5101,32,current,AUD,2024-11-23,active
5102,3918,savings,CAD,2024-12-31,active
5103,4876,current,CAD,2023-02-03,active
5104,1936,current,CAD,2024-05-08,active
5105,2598,current,CAD,2024-09-23,active
5106,2442,merchant,EUR,2024-11-10,active
5107,2989,savings,CAD,2023-07-12,active
5108,4293,savings,CAD,2024-12-24,active
5109,2838,current,EUR,2024-05-31,active
5110,4385,merchant,GBP,2024-04-09,closed
5111,4923,current,AUD,2024-12-18,active
5112,4625,current,AUD,2023-05-15,active
5113,3906,current,AUD,2024-10-10,active
5114,651,current,GBP,2024-10-15,active
5115,3641,current,EUR,2024-12-28,active
5116,667,savings,CAD,2024-12-20,active
5117,3059,current,CAD,2023-10-16,active
5118,1810,savings,CAD,2023-09-18,active
5119,234,current,CAD,2024-10-31,active
5120,2349,savings,AUD,2024-08-21,active
5121,2639,current,EUR,2024-09-21,active
5122,4648,current,GBP,2023-09-11,active
5123,1515,current,AUD,2024-01-19,active
5124,1104,savings,EUR,2024-09-18,closed
5125,454,current,EUR,2024-04-03,active
5126,1596,savings,AUD,2024-03-23,active
5127,4795,current,AUD,2024-09-28,suspended
5128,1282,current,EUR,2024-06-15,active
5129,1,current,GBP,2024-11-20,active
5130,4131,savings,EUR,2024-11-08,active
5131,3901,current,AUD,2023-11-22,active
5132,4817,current,CAD,2024-12-12,active
5133,4223,savings,AUD,2023-11-24,active
5134,4664,savings,AUD,2024-01-20,active
5135,2670,merchant,EUR,2023-07-25,active
5136,2395,merchant,EUR,2023-10-31,active
5137,1151,current,CAD,2024-11-11,active
5138,223,current,AUD,2024-04-11,active
5139,1491,savings,AUD,2024-03-10,active
5140,3676,current,GBP,2023-10-30,active
5141,129,savings,EUR,2024-11-05,active
5142,3485,current,AUD,2024-07-29,active
5143,1666,current,GBP,2024-08-20,active
5144,4836,current,EUR,2024-12-23,suspended
5145,4103,current,GBP,2023-06-07,active
5146,1643,current,EUR,2024-07-04,active
5147,3211,savings,AUD,2024-08-07,active
5148,4273,savings,GBP,2024-11-10,active
5149,3715,merchant,GBP,2024-12-24,active
5150,1556,current,AUD,2024-12-02,active
5151,532,current,GBP,2023-07-30,active
5152,1986,current,EUR,2024-08-01,active
5153,1501,savings,CAD,2023-11-07,closed
5154,1839,current,CAD,2024-07-04,active
5155,915,merchant,CAD,2024-08-03,active
5156,692,current,AUD,2023-02-10,active
5157,3491,current,CAD,2024-09-25,active
5158,1768,current,GBP,2022-08-16,active
5159,4112,merchant,AUD,2024-01-31,active
5160,4227,current,EUR,2024-01-02,active
5161,3234,current,AUD,2024-07-27,active
5162,3270,current,GBP,2024-10-10,active
5163,3678,savings,GBP,2024-03-12,active
5164,25,savings,AUD,2024-11-29,active
